building_start_year,district,estate,house_id,housing_area,housing_status,metro,orientation,price,rental_mode,rooms,shi,ting,title,total_floor,wei,zone
2000,江干区,同方国际,1.03103E+11,47,暂无数据,距地铁4号线新塘883米,南,3200,暂无数据,1室0厅1卫,1,0,同方国际 1室0厅 3200元,28,1,华家池
2014,江干区,东方君悦,1.03103E+11,62.58,目前闲置,距地铁4号线江锦路591米,西北,8000,整租,1室0厅1卫  整租,1,0,东方君悦 精装酒店式公寓 管家服务 拎包入住 地铁站,34,1,钱江新城
2018,江干区,万科中央公园,1.03103E+11,109,暂无数据,暂无数据,南,8500,暂无数据,3室2厅2卫,3,2,万科中央公园 3室2厅 8500元,16,2,城东新城
2015,江干区,保利梧桐语,1.03103E+11,88.07,目前自住,暂无数据,南 北,5300,整租,3室2厅2卫  整租,3,2,保利梧桐语 三房两卫自住装修 出租,17,2,九堡
2006,江干区,天运花园,1.03103E+11,51.05,目前自住,距地铁4号线新风1194米,南,3300,整租,1室0厅1卫  整租,1,0,火车东站双地铁口一线河景房清爽装修大一居室,25,1,闸弄口
2012,江干区,新风丽都北苑,1.03103E+11,60,暂无数据,距地铁4号线新风750米,南,4000,暂无数据,2室1厅1卫,2,1,新风丽都北苑 2室1厅 4000元,21,1,火车东站
2018,江干区,中豪国际,1.03103E+11,46.5,目前出租,距地铁1号线(临平-湘湖)彭埠652米,南,4600,整租,1室1厅1卫  整租,1,1,杭州东站 彭埠地铁口 名宿风公寓出租 随时可以看房,14,1,城东新城
2016,江干区,杭州来福士中心,1.03103E+11,595,暂无数据,暂无数据,东北,98175,暂无数据,1室1厅1卫,1,1,杭州来福士中心 1室1厅 98175元,60,1,钱江新城
1996,江干区,三里亭苑三区,1.03103E+11,52,目前闲置,距地铁1号线(临平-湘湖)闸弄口1108米,南,3300,整租,2室1厅1卫  整租,2,1,便宜两房，干净清爽，家具齐全拎包入住，看房方便,7,1,三里亭
板楼,江干区,三义锦唐苑,1.03103E+11,140,目前闲置,暂无数据,南,3300,整租,4室1厅2卫  整租,4,1,三义锦唐苑 4室1厅 3300元,13,2,丁桥
2016,江干区,招商雍华府,1.03104E+11,90,暂无数据,距地铁1号线(临平-湘湖)九和路928米,南,4900,暂无数据,3室2厅2卫,3,2,招商雍华府 3室2厅 4900元,16,2,九堡
2018,江干区,万科中央公园,1.03103E+11,109,暂无数据,暂无数据,南,7500,暂无数据,3室2厅2卫,3,2,彭埠地铁三房 万科品质 房东诚心出租,16,2,城东新城
2013,江干区,郡原九润公寓,1.03103E+11,86,目前闲置,暂无数据,南,4800,整租,3室1厅1卫  整租,3,1,郡原九润公寓 3室1厅 4800元,11,1,九堡
2012,江干区,东海柠檬郡,1.03103E+11,135,暂无数据,暂无数据,南,5500,暂无数据,3室2厅2卫,3,2,东海柠檬郡 3室2厅 5500元,29,2,工业园南
2017,江干区,金隅空港公馆,1.03103E+11,52,暂无数据,暂无数据,南,2800,暂无数据,1室1厅1卫,1,1,金隅空港公馆 1室1厅 2800元,21,1,沿江南
2017,江干区,首开武林8栋,1.03103E+11,78,暂无数据,暂无数据,南,5300,暂无数据,3室2厅1卫,3,2,首开武林8栋 3室2厅 5300元,13,1,笕桥
2014,江干区,东亚新干线,1.03103E+11,79.91,暂无数据,距地铁1号线(临平-湘湖)彭埠597米,南,7500,暂无数据,2室1厅1卫,2,1,东亚新干线 2室1厅 7500元,11,1,城东新城
1985,江干区,闸弄口东村,1.03103E+11,28.18,暂无数据,暂无数据,南,2000,暂无数据,1室1厅1卫,1,1,闸弄口东村 1室1厅 2000元,6,1,闸弄口
2000,江干区,同方国际,1.03103E+11,39.11,目前闲置,距地铁4号线新塘883米,南,4500,整租,1室0厅1卫  整租,1,0,同方国际 交通方便 酒店式公寓,28,1,华家池
2016,江干区,置鼎明珠1号,1.03103E+11,40.97,暂无数据,暂无数据,南 北,2700,暂无数据,2室2厅2卫,2,2,高楼层楼，层高4.2米，视野宽阔，采光充足，配套齐全,10,2,丁桥
暂无数据,江干区,水湘人家西苑,1.03103E+11,63.98,目前闲置,暂无数据,南,5000,整租,3室1厅1卫  整租,3,1,西苑大三房 首 次出租 是您一家人的不二选择,25,1,景芳
2009,江干区,金基晓庐,1.03103E+11,95.95,目前闲置,暂无数据,南,8000,整租,2室2厅1卫  整租,2,2,楼层高，采光好，家具家电齐备，拎包入住。,30,1,钱江新城
2010,江干区,保利湾天地二期,1.03104E+11,124,暂无数据,暂无数据,南,5000,暂无数据,4室2厅2卫,4,2,保利湾天地二期 4室2厅 5000元,33,2,沿江南
2006,江干区,蓝天城市花园,1.03103E+11,105,暂无数据,距地铁1号线(临平-湘湖)闸弄口463米,东南,5500,暂无数据,3室1厅2卫,3,1,蓝天城市花园 3室1厅 5500元,7,2,三里亭
2018,江干区,龙湖滟澜星座,1.03103E+11,63,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)金沙湖310米,南,4000,暂无数据,1室1厅1卫,1,1,龙湖滟澜星座 1室1厅 4000元,42,1,金沙湖
2003,江干区,华元十六街区,1.03103E+11,77.4,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)文泽路673米,北,2900,暂无数据,2室1厅1卫,2,1,华元十六街区 2室1厅 2900元,16,1,高教园区西
2000,江干区,北城铭苑,1.03103E+11,62.66,目前闲置,暂无数据,南,2800,整租,2室1厅1卫  整租,2,1,北城铭苑中装两房，干净清爽，五脏俱全！！！,17,1,丁桥
2000,江干区,清泰小区,1.03103E+11,100,暂无数据,暂无数据,南,7200,暂无数据,4室2厅2卫,4,2,清泰小区 4室2厅 7200元,7,2,采荷
1985,江干区,闸弄口新村,1.03103E+11,46.8,暂无数据,距地铁1号线(临平-湘湖)闸弄口940米,南,3950,暂无数据,2室1厅1卫,2,1,闸弄口新村 2室1厅 3950元,6,1,闸弄口
1988,江干区,采荷小区玉荷邨,1.03103E+11,56,暂无数据,距地铁2号线庆春广场526米,南,3800,暂无数据,2室1厅1卫,2,1,采荷小区玉荷邨 2室1厅 3800元,7,1,采荷
2016,江干区,中海御道,1.03103E+11,128,暂无数据,暂无数据,南 北,6000,暂无数据,3室2厅2卫,3,2,中海御道 3室2厅 6000元,35,2,钱江新城
1997,江干区,夕照新村,1.03103E+11,61.81,目前闲置,距地铁1号线(临平-湘湖)婺江路1112米,南,6200,整租,3室1厅1卫  整租,3,1,户型正气，采光好，视野开阔，交通便利,6,1,四季青
2016,江干区,中旅城仕公馆,1.03103E+11,87.6,目前闲置,暂无数据,南,3800,整租,3室2厅1卫  整租,3,2,中旅城仕公馆，双阳台，全明房型，环境好，配套完善,16,1,丁桥
2016,江干区,置鼎明珠1号,1.03103E+11,46,暂无数据,暂无数据,南 北,3500,暂无数据,3室1厅1卫,3,1,高楼层，层高4.2米，视野宽阔，采光充足，配套齐全,10,1,丁桥
2012,江干区,罗兰春天,1.03103E+11,115,暂无数据,暂无数据,东南,4800,暂无数据,3室2厅2卫,3,2,罗兰春天 3室2厅 4800元,16,2,九堡
1997,江干区,机场路137号,1.03103E+11,89,暂无数据,距地铁1号线(临平-湘湖)闸弄口905米,南,5000,暂无数据,3室1厅1卫,3,1,机场路137号 3室1厅 5000元,7,1,三里亭
2010,江干区,福雷德广场艾肯金座,1.03103E+11,41.2,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)文泽路868米,南,2500,暂无数据,1室1厅1卫,1,1,福雷德广场艾肯金座 1室1厅 2500元,30,1,高教园区西
2012,江干区,丁桥颐景园,1.03102E+11,90,目前闲置,暂无数据,南,3800,整租,3室2厅1卫  整租,3,2,丁桥颐景园 3室2厅 3800元,16,1,丁桥
2014,江干区,东方君悦,1.03103E+11,63,目前闲置,距地铁4号线江锦路591米,南 北,8000,整租,1室0厅1卫  整租,1,0,你值得拥有，江景房，领包入住，家具家电齐全,34,1,钱江新城
2016,江干区,置鼎明珠1号,1.03103E+11,52,目前闲置,暂无数据,南,3100,整租,3室1厅1卫  整租,3,1,置鼎明珠1号 3室1厅 3100元,10,1,丁桥
2000,江干区,丁桥兰苑,1.03103E+11,84,目前闲置,暂无数据,南,2900,整租,2室2厅1卫  整租,2,2,丁桥兰苑 2室2厅 2900元,12,1,丁桥
1998,江干区,清泰小区,1.03103E+11,78.69,目前闲置,暂无数据,南 北,5200,整租,3室1厅1卫  整租,3,1,清泰小区 婚房装修  三房  先到先得,7,1,采荷
2011,江干区,世茂江滨商业中心,1.03104E+11,39,目前出租,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨509米,东,2400,整租,1室0厅1卫  整租,1,0,世茂江滨商业中心 1室0厅 2400元,28,1,沿江南
2000,江干区,同方国际,1.03103E+11,39,目前闲置,距地铁4号线新塘883米,南,3700,整租,1室1厅1卫  整租,1,1,同方国际 1室1厅 3700元,28,1,华家池
2009,江干区,金沙居,1.03103E+11,68,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)云水472米,南,3000,整租,1室1厅1卫  整租,1,1,金沙居舒适单身公寓，拎包入住， 舒适生活！,18,1,高教园区东
2008,江干区,香滨湾花园,1.03103E+11,222.6,暂无数据,距地铁1号线(临平-湘湖)九堡539米,南,11000,暂无数据,5室3厅3卫,5,3,香滨湾花园 5室3厅 11000元,11,3,九堡
1999,江干区,京惠花园,1.03103E+11,94,暂无数据,距地铁1号线(临平-湘湖)闸弄口852米,南,5000,暂无数据,2室2厅1卫,2,2,诚心出租  闸弄口 全明两房 家具家电全配 看房方便,7,1,闸弄口
2010,江干区,红街公寓,1.03103E+11,137,目前出租,距地铁4号线新风1035米,南,6500,整租,3室2厅2卫  整租,3,2,大三房边套，拎包入住，此价格包含地下车位一个使用,18,2,火车东站
2016,江干区,置鼎明珠1号,1.03103E+11,45,暂无数据,暂无数据,西,2700,暂无数据,2室1厅1卫,2,1,置鼎明珠1号 2室1厅 2700元,10,1,丁桥
板楼,江干区,同方国际,1.03103E+11,47,暂无数据,距地铁4号线新塘883米,南,3500,暂无数据,1室0厅1卫,1,0,同方国际 1室0厅 3500元,28,1,华家池
2004,江干区,大世界五金城,1.03103E+11,60.53,目前闲置,暂无数据,南,2500,整租,2室1厅1卫  整租,2,1,大世界五金城 2室1厅 2500元,5,1,笕桥
1988,江干区,机神新村,1.03103E+11,35.58,暂无数据,距地铁1号线(临平-湘湖)闸弄口196米,南,3000,暂无数据,1室1厅1卫,1,1,闸弄口地铁200米，中间楼层，近公交站,7,1,闸弄口
2017,江干区,世茂天宸,1.03103E+11,120.99,目前闲置,暂无数据,南,12000,整租,3室2厅2卫  整租,3,2,世茂天宸大三房，东边套，采光很好,30,2,华家池
2016,江干区,中豪七格,1.03103E+11,39.5,暂无数据,暂无数据,南,3600,暂无数据,2室1厅1卫,2,1,中豪七格 2室1厅 3600元,23,1,工业园南
1985,江干区,闸弄口新村,1.03103E+11,48.04,暂无数据,距地铁1号线(临平-湘湖)闸弄口969米,南,2500,暂无数据,2室1厅1卫,2,1,闸弄口新村 2室1厅 2500元,6,1,闸弄口
2016,江干区,置鼎明珠1号,1.03103E+11,45,目前闲置,暂无数据,南 北,3000,整租,2室1厅1卫  整租,2,1,置鼎明珠1号 2室1厅 3000元,10,1,丁桥
2008,江干区,伊萨卡国际城排屋,1.03103E+11,201,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨536米,南,7500,整租,5室1厅3卫  整租,5,1,伊萨卡排屋毛坯装修，空间宽敞，业主诚心出租。。,3,3,沿江北
2012,江干区,丁桥颐景园,1.03103E+11,90,暂无数据,暂无数据,南 北,2500,暂无数据,3室1厅1卫,3,1,丁桥颐景园 3室1厅 2500元,16,1,丁桥
2010,江干区,阳光逸城,1.03103E+11,63,暂无数据,暂无数据,南 北,2800,暂无数据,2室1厅1卫,2,1,阳光逸城 2室1厅 2800元,15,1,丁桥
2000,江干区,同方国际,1.03103E+11,45,暂无数据,距地铁4号线新塘883米,南,3500,暂无数据,1室1厅1卫,1,1,同方国际 1室1厅 3500元,28,1,华家池
板楼,江干区,同方国际,1.03103E+11,45,暂无数据,距地铁4号线新塘883米,东,3600,暂无数据,1室0厅1卫,1,0,同方国际 1室0厅 3600元,28,1,华家池
2007,江干区,天城铭园,1.03103E+11,72,目前闲置,距地铁1号线(临平-湘湖)闸弄口898米,南,4800,整租,2室1厅1卫  整租,2,1,天城铭园 2室1厅 4800元,6,1,闸弄口
1986,江干区,闸弄口农药厂宿舍,1.03103E+11,59.97,暂无数据,距地铁1号线(临平-湘湖)闸弄口126米,南,4500,暂无数据,2室1厅2卫,2,1,闸弄口农药厂宿舍 2室1厅 4500元,5,2,闸弄口
2011,江干区,中兴九洲芳园,1.03103E+11,87.39,暂无数据,距地铁1号线(临平-湘湖)客运中心939米,南,4300,暂无数据,3室1厅1卫,3,1,中装三房，家具家电齐全。两房朝南一房朝北。,18,1,九堡
2016,江干区,置鼎明珠1号,1.03103E+11,46.8,目前闲置,暂无数据,南,2600,整租,2室1厅1卫  整租,2,1,置鼎明珠1号 2室1厅 2600元,10,1,丁桥
2004,江干区,大世界五金城,1.03103E+11,121,暂无数据,暂无数据,南 北,4000,暂无数据,3室2厅1卫,3,2,大世界五金城 3室2厅 4000元,5,1,笕桥
2004,江干区,大世界五金城,1.03103E+11,136,暂无数据,暂无数据,西南,5000,暂无数据,3室1厅1卫,3,1,大世界五金城 3室1厅 5000元,5,1,笕桥
2011,江干区,圣奥领寓,1.03103E+11,106.93,目前闲置,距地铁1号线(临平-湘湖)客运中心1066米,南,3500,整租,2室2厅1卫  整租,2,2,紧靠客运中 心地铁站，小区环境优美，配套齐全,18,1,九堡
1998,江干区,东都公寓,1.03103E+11,75,暂无数据,距地铁1号线(临平-湘湖)九堡688米,东南,3800,暂无数据,2室2厅1卫,2,2,精装修两房、购物方便，交通方便,5,1,九堡
2000,江干区,同方国际,1.03103E+11,45,暂无数据,距地铁4号线新塘883米,南,3500,暂无数据,1室0厅1卫,1,0,精装修，可居住可注册公司，户型方正,28,1,华家池
2018,江干区,滨江德信东方星城,1.03103E+11,127.98,目前闲置,暂无数据,南,8600,整租,4室2厅2卫  整租,4,2,滨江德信东方星城 4室2厅 8600元,16,2,城东新城
1990,江干区,采荷路47号,1.03103E+11,79,目前出租,距地铁2号线庆菱路1039米,南 北,5500,整租,3室1厅1卫  整租,3,1,采荷路 三室一厅 户型正气 采光好 月底可入住。,6,1,采荷
1996,江干区,南肖埠北景东苑,1.03103E+11,59.49,暂无数据,距地铁4号线景芳856米,南 北,5000,暂无数据,2室1厅1卫,2,1,南肖埠北景东苑 2室1厅 5000元,6,1,华家池
2017,江干区,世茂天宸,1.03103E+11,89,目前闲置,暂无数据,东南,7200,整租,3室1厅1卫  整租,3,1,世茂天宸 3室1厅 7200元,30,1,华家池
2016,江干区,头格江景家园二区,1.03103E+11,84,暂无数据,暂无数据,南,4000,暂无数据,3室1厅1卫,3,1,头格江景家园二区 3室1厅 4000元,18,1,九堡
2017,江干区,淮矿东元府,1.03103E+11,88.44,暂无数据,距地铁1号线(临平-湘湖)彭埠834米,南 北,6500,暂无数据,3室2厅1卫,3,2,淮矿东元府 3室2厅 6500元,22,1,城东新城
2010,江干区,保利湾天地,1.03103E+11,46.24,目前闲置,暂无数据,东南,3100,整租,2室1厅2卫  整租,2,1,保利湾天地 一线江景 标准2房 舒适干净 随时入住,17,2,沿江南
2016,江干区,阳光城翡丽湾,1.03103E+11,90,暂无数据,暂无数据,南 北,4000,暂无数据,3室2厅2卫,3,2,阳光城翡丽湾 3室2厅 4000元,17,2,丁桥
2014,江干区,东海柠檬郡,1.03103E+11,90,暂无数据,暂无数据,南,4600,暂无数据,3室1厅1卫,3,1,绿化是东南亚风情，东海物业&lsquo;&rsquo;,30,1,工业园南
2016,江干区,置鼎明珠1号,1.03103E+11,45,目前闲置,暂无数据,南,2800,整租,2室1厅1卫  整租,2,1,置鼎明珠1号 2室1厅 2800元,8,1,丁桥
2016,江干区,置鼎明珠1号,1.03103E+11,42,暂无数据,暂无数据,南,2800,暂无数据,2室1厅1卫,2,1,置鼎明珠1号 2室1厅 2800元,10,1,丁桥
1990,江干区,火电宿舍,1.03103E+11,56,目前闲置,距地铁2号线庆菱路459米,南 北,5000,整租,2室1厅1卫  整租,2,1,火电宿舍 2室1厅 5000元,6,1,南肖埠
2017,江干区,绿地华家池印,1.03103E+11,87.21,目前闲置,暂无数据,南,8000,整租,2室1厅1卫  整租,2,1,开发商装修 绿地物业 校区边闹中取静 家电齐全,31,1,华家池
2018,江干区,城发云锦城,1.03103E+11,88.86,目前闲置,暂无数据,南,4300,整租,3室1厅1卫  整租,3,1,三房好房，诚心出租，购物方便，交通便利,22,1,丁桥
2011,江干区,天阳观筑,1.03103E+11,89,目前闲置,暂无数据,南,2200,整租,3室1厅1卫  整租,3,1,天阳观筑 3室1厅 2200元,17,1,丁桥
1988,江干区,采荷小区玉荷邨,1.03103E+11,39.55,目前闲置,距地铁2号线庆春广场655米,南,3600,整租,1室1厅1卫  整租,1,1,采荷玉荷好房出租 中间楼层  诚心出租,6,1,采荷
2011,江干区,天阳观筑,1.03103E+11,75,目前闲置,暂无数据,南,3500,整租,2室1厅1卫  整租,2,1,两房拎包入住，要啥有啥，还要啥自行车啊,17,1,丁桥
2013,江干区,克拉公馆,1.03103E+11,68,暂无数据,暂无数据,南 北,3600,暂无数据,1室1厅1卫,1,1,克拉公馆 1室1厅 3600元,15,1,三里亭
2015,江干区,保利梧桐语,1.03103E+11,88.25,暂无数据,暂无数据,南,5200,暂无数据,3室2厅2卫,3,2,保利梧桐雨，三房两卫自住装修，随时看房,17,2,九堡
2002,江干区,万家花园万和苑,1.03103E+11,58.47,目前闲置,距地铁4号线新风523米,南,4000,整租,2室1厅1卫  整租,2,1,万家花园，两居室，看房方便，采光很好,6,1,闸弄口
1990,江干区,浙江大学华家池校区,1.03103E+11,143.9,目前闲置,暂无数据,南 北,8800,整租,3室2厅2卫  整租,3,2,浙江大学华家池校区 3室2厅 8800元,15,2,华家池
1997,江干区,金秋花园,1.03103E+11,67,目前自住,距地铁4号线景芳999米,南,4600,整租,2室1厅1卫  整租,2,1,金秋花园 2室1厅 4600元,7,1,华家池
2018,江干区,城发云锦城,1.03103E+11,73.64,目前闲置,暂无数据,南,2700,整租,2室2厅1卫  整租,2,2,简装两房，诚心出租，购物方便，交通便利,23,1,丁桥
2015,江干区,保利罗兰香谷,1.03103E+11,89,目前自住,暂无数据,南 北,3200,整租,3室2厅2卫  整租,3,2,三房两卫，拎包入住，购物方便，交通便利,17,2,丁桥
2010,江干区,保利东湾,1.03104E+11,105,目前出租,暂无数据,南,5000,整租,3室1厅2卫  整租,3,1,保利东湾 3室1厅 5000元,34,2,沿江南
2017,江干区,新城红郡,1.03103E+11,89,目前闲置,暂无数据,南,2400,整租,4室1厅1卫  整租,4,1,新城红郡 4室1厅 2400元,23,1,丁桥
2017,江干区,杭州港龙城,1.03103E+11,55,暂无数据,距地铁1号线(临平-湘湖)彭埠284米,南,5000,暂无数据,2室1厅1卫,2,1,杭州港龙城 2室1厅 5000元,10,1,城东新城
2013,江干区,金色黎明二期,1.03103E+11,89,暂无数据,暂无数据,南,4000,暂无数据,2室1厅1卫,2,1,金色黎明 简装两房 家电家具齐全 拎包入住,16,1,笕桥
2015,江干区,保利罗兰香谷,1.03103E+11,88.46,目前闲置,暂无数据,南,3800,整租,3室2厅1卫  整租,3,2,精装三房，拎包入住，购物方便，交通便利,20,1,丁桥
2016,江干区,康恒悦麒美寓,1.03103E+11,87.75,目前闲置,暂无数据,南,3500,整租,2室1厅1卫  整租,2,1,房东自住装修精装大两房江景房，拎包入住,24,1,九堡
2013,江干区,金隅观澜时代天筑,1.03103E+11,203.34,目前闲置,暂无数据,南,5000,整租,4室2厅2卫  整租,4,2,下沙一线江景大毛坯视野开阔可隔断,38,2,沿江南
2017,江干区,世茂天宸,1.03102E+11,185,目前闲置,暂无数据,南,12000,整租,4室2厅2卫  整租,4,2,世茂天宸 4室2厅 12000元,26,2,华家池
2000,江干区,同方国际,1.03103E+11,43.19,目前出租,距地铁4号线新塘883米,南,3300,整租,1室0厅1卫  整租,1,0,同方国际 1室0厅 3300元,28,1,华家池
2012,江干区,丁桥大唐苑,1.03103E+11,103,暂无数据,暂无数据,南,3750,暂无数据,3室2厅1卫,3,2,丁桥大唐苑 3室2厅 3750元,6,1,丁桥
2013,江干区,金隅观澜时代天筑,1.03103E+11,233.91,目前闲置,暂无数据,南,7500,整租,3室2厅1卫  整租,3,2,金隅观澜时代天筑，一线江景精装自住,38,1,沿江南
2017,江干区,绿地华家池印,1.03103E+11,89,目前闲置,暂无数据,南 北,8500,整租,2室1厅1卫  整租,2,1,绿地华家池印 2室1厅 8500元,31,1,华家池
2018,江干区,绿地华家池印,1.03103E+11,90,目前闲置,距地铁4号线新塘984米,南,12000,整租,3室2厅1卫  整租,3,2,电梯房，东边套，华家池旁边，带游泳池以及健身房,31,1,华家池
暂无数据,江干区,水湘人家西苑,1.03103E+11,74.47,目前闲置,暂无数据,南 北,5300,整租,3室1厅1卫  整租,3,1,西苑大三房 首 次出租 是您合租的不二选择,22,1,景芳
2010,江干区,保利湾天地,1.03103E+11,47,目前闲置,暂无数据,东,3200,整租,2室2厅2卫  整租,2,2,保利湾天地 一线江景 标准2房 舒适干净 随时入住,17,2,沿江南
2011,江干区,世茂江滨商业中心,1.03103E+11,67,目前出租,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨456米,东南,3000,整租,1室1厅1卫  整租,1,1,世茂江滨商业中心 1室1厅 3000元,28,1,沿江南
2010,江干区,保利湾天地,1.03103E+11,97,目前出租,暂无数据,南 北,3500,整租,2室1厅2卫  整租,2,1,保利湾天地 2室1厅 3500元,27,2,沿江南
2014,江干区,玺之湾,1.03103E+11,89.14,暂无数据,暂无数据,南,2500,暂无数据,3室1厅1卫,3,1,玺之湾 3室1厅 2500元,16,1,丁桥
2007,江干区,多蓝水岸蓝波苑,1.03103E+11,140,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨1036米,南,3600,暂无数据,3室2厅2卫,3,2,多蓝水岸蓝波苑 3室2厅 3600元,11,2,沿江北
2018,江干区,万科中央公园,1.03103E+11,89,暂无数据,暂无数据,东南,6000,暂无数据,3室2厅2卫,3,2,万科翡翠花园，三房两厅两卫出租。拎包入住,16,2,城东新城
2012,江干区,北城枫景园,1.03103E+11,61.61,暂无数据,暂无数据,南,1800,暂无数据,2室2厅1卫,2,2,北城枫景园 2室2厅 1800元,16,1,丁桥
2010,江干区,长睦锦苑,1.03103E+11,72,目前闲置,暂无数据,南,2500,整租,3室1厅1卫  整租,3,1,长睦锦苑 3室1厅 2500元,14,1,丁桥
1995,江干区,濮家东村,1.03103E+11,58,暂无数据,距地铁1号线(临平-湘湖)闸弄口927米,南,3500,暂无数据,2室1厅1卫,2,1,濮家东村 2室1厅 3500元,7,1,闸弄口
2012,江干区,草庄景墅,1.03103E+11,60,暂无数据,暂无数据,南,3300,暂无数据,2室1厅1卫,2,1,草庄景墅 2室1厅 3300元,15,1,笕桥
2017,江干区,金隅空港公馆,1.03103E+11,52,目前闲置,暂无数据,南,2700,整租,1室1厅1卫  整租,1,1,空港公寓，环江而建，交通便利，配套齐全，拎包入住。,21,1,沿江南
2008,江干区,后珠美都雅苑,1.03103E+11,90.54,暂无数据,暂无数据,南,3200,暂无数据,2室1厅1卫,2,1,后珠美都雅苑 2室1厅 3200元,15,1,丁桥
2010,江干区,长睦锦苑,1.03103E+11,75,暂无数据,暂无数据,南,1900,暂无数据,2室2厅1卫,2,2,长睦锦苑 2室2厅 1900元,14,1,丁桥
2010,江干区,保利湾天地,1.03103E+11,47,暂无数据,暂无数据,东,2900,暂无数据,2室1厅2卫,2,1,保利湾天地 2室1厅 2900元,17,2,沿江南
2016,江干区,置鼎明珠1号,1.03103E+11,45,目前闲置,暂无数据,南,3000,整租,2室1厅2卫  整租,2,1,置鼎明珠1号 2室1厅 3000元,10,2,丁桥
2011,江干区,世茂江滨商业中心,1.03103E+11,101,目前自住,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨498米,南 北,3900,整租,2室2厅1卫  整租,2,2,高楼层，宽视野，采光充足，配套实施齐全,28,1,沿江南
2002,江干区,三里新城竹苑,1.03103E+11,108,暂无数据,距地铁1号线(临平-湘湖)闸弄口1109米,南,5000,暂无数据,3室1厅1卫,3,1,三里新城竹苑 3室1厅 5000元,6,1,三里亭
2000,江干区,中沙东岸嘉园三区,1.03103E+11,58,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)金沙湖835米,南,4000,整租,1室1厅1卫  整租,1,1,一室西边套出租 ，空间大拎包入住,17,1,金沙湖
2006,江干区,三里新城桂苑,1.03103E+11,80,目前闲置,距地铁1号线(临平-湘湖)闸弄口752米,南,4300,整租,3室1厅1卫  整租,3,1,三里新城桂苑 3室1厅 4300元,7,1,三里亭
2016,江干区,中豪七格,1.03103E+11,50,目前闲置,暂无数据,南,3500,整租,2室1厅1卫  整租,2,1,中豪七格 精装公寓 随时拎包入住,23,1,工业园南
2015,江干区,保利罗兰香谷,1.03103E+11,89.52,暂无数据,暂无数据,南,2100,整租,3室1厅1卫  整租,3,1,毛坯三房，拎包入住，房东诚心出租,20,1,丁桥
2010,江干区,保利湾天地二期,1.03103E+11,96,暂无数据,暂无数据,南 北,3300,暂无数据,2室1厅2卫,2,1,保利湾天地二期 2室1厅 3300元,28,2,沿江南
2014,江干区,新中宇维萨,1.03103E+11,89,暂无数据,距地铁1号线(临平-湘湖)彭埠377米,南,4500,暂无数据,2室2厅1卫,2,2,新中宇维萨 2室2厅 4500元,17,1,城东新城
2013,江干区,宋都阳光国际,1.03103E+11,87.19,目前出租,暂无数据,南,2800,整租,2室1厅2卫  整租,2,1,精品江景房 简装大两房 随时可看房入住,24,2,九堡
2006,江干区,晨光绿苑南苑,1.03104E+11,27,暂无数据,距地铁1号线(临平-湘湖)九堡734米,南,1000,暂无数据,1室0厅0卫,1,0,晨光绿苑南苑 1室0厅 1000元,8,0,九堡
2017,江干区,交通晓时代,1.03103E+11,58.5,暂无数据,距地铁1号线(临平-湘湖)七堡269米,南,4750,暂无数据,2室1厅1卫,2,1,交通便利 装修清爽 拎包入住 随时看房,16,1,九堡
2010,江干区,德信金泊林公寓,1.03103E+11,90,暂无数据,暂无数据,南,4000,暂无数据,3室1厅1卫,3,1,德信金泊林公寓 3室1厅 4000元,11,1,九堡
暂无数据,江干区,同协雅苑,1.03104E+11,68,暂无数据,暂无数据,南 北,2900,暂无数据,2室1厅1卫,2,1,同协雅苑 2室1厅 2900元,18,1,丁桥
2016,江干区,中豪七格,1.03103E+11,44.89,目前闲置,暂无数据,南,3400,整租,2室1厅1卫  整租,2,1,银泰旁，精装修，跃层，客厅1室超南，随时看房,23,1,工业园南
2017,江干区,交通晓时代,1.03103E+11,115,暂无数据,距地铁1号线(临平-湘湖)七堡269米,南,7500,暂无数据,4室1厅2卫,4,1,交通晓时代  全明大四房 简单装修  看房有钥匙,16,2,九堡
2009,江干区,左邻右舍,1.03103E+11,97.53,目前闲置,距地铁1号线(临平-湘湖)客运中心1004米,南,3800,整租,2室1厅1卫  整租,2,1,左邻右舍，简装两房，干净又清爽,11,1,九堡
2012,江干区,丁桥颐景园,1.03104E+11,86,暂无数据,暂无数据,南,3800,暂无数据,3室1厅1卫,3,1,丁桥颐景园 3室1厅 3800元,12,1,丁桥
2012,江干区,广宇上东名筑,1.03103E+11,84,目前闲置,暂无数据,南,3000,整租,3室1厅1卫  整租,3,1,采光好，宽阔的视野，交通便利，看房方便,16,1,丁桥
2005,江干区,联合麦田,1.03103E+11,78,暂无数据,距地铁4号线新风1157米,南,5800,暂无数据,2室2厅1卫,2,2,联合麦田 2室2厅 5800元,16,1,三里亭
