estate,total_time
西湖区南都花园三区,46
西湖区兰韵天城,44
上城区西湖定安名都,19
江干区宋都晨光国际,62
江干区城发云锦城,57
江干区钱江国际时代广场,33
下城区凤起都市花园,28
西湖区复地黄龙和山,44
下城区大家武林府,21
西湖区马塍路32号,28
江干区世茂江滨商业中心,57
西湖区金地自在城,53
余杭区金都夏宫,82
西湖区南都花园别墅,48
萧山区丽华公寓,78
西湖区西溪天堂悦居,57
滨江区文耀大厦,75
拱墅区昆仑橡树园,54
余杭区凤仪家园,69
萧山区都市广厦,75
西湖区绿洲湾,56
拱墅区大关东四苑,42
拱墅区天阳尚景国际,51
上城区上水陆寺巷,39
拱墅区五洋运河人家,46
拱墅区新城金镶玉,53
萧山区银河小区,66
上城区丁衙巷,37
余杭区金源公寓(余杭),76
上城区望江新园二园,46
余杭区小城之春花苑,81
西湖区翠苑四区,32
下城区现代名苑,27
萧山区文化路132号,62
西湖区嘉南公寓青藤居,46
西湖区文三路54号,24
拱墅区百大花园,21
下城区杨家春晓南苑,58
萧山区中国铁建江南国际城,51
萧山区东旸桥公寓,71
西湖区曙光路1号,26
余杭区艺尚里,60
下城区中山北路439号,6
江干区丁桥兰苑,56
萧山区牛脚湾住宅小区,65
西湖区崇文公寓,29
江干区多蓝水岸银沙苑,68
拱墅区吉兴公寓,31
江干区福雷德广场,57
西湖区天虹公寓,45
萧山区义桥星天地,110
萧山区众安花园,68
余杭区中铁九逸,99999999999
下城区东新园望景苑,49
江干区和谐嘉园北苑,43
下城区香源公寓,49
西湖区武林巷36号,28
萧山区星际公寓,97
余杭区铭雅苑东区,48
江干区华鸿汇盛德堡,56
拱墅区易构大厦,65
滨江区白马湖小区凤凰苑,67
余杭区新月花园,83
西湖区保俶小区,25
西湖区郡楓华庭,45
江干区雍和府,47
拱墅区嘉泰馨庭,40
余杭区昆仑华府,82
江干区中兴九洲芳园,51
余杭区五彩商城,90
余杭区红联九漾华庭西区,74
上城区太平巷16号,42
滨江区白金海岸,53
江干区大家多立方,66
西湖区厚诚路110号,58
拱墅区绿城西子锦兰公寓,39
拱墅区拱宸新苑,44
萧山区红枫小区,69
上城区横河新村,34
西湖区墩莳家园,67
西湖区留庄,54
下城区东新园雪峰苑,53
江干区德信东望,35
西湖区圣苑小区,39
下城区水陆寺巷,34
下城区新湖武林国际公寓,19
西湖区文一路54号,99999999999
西湖区世纪新城东区,29
下城区大营盘,21
江干区建电新村,35
余杭区朗诗花漫里,49
西湖区紫金文苑,38
萧山区众安山水苑二期,75
上城区小河下小区,38
江干区夕照新村,39
萧山区林之语,70
下城区永富大厦,35
下城区三塘沁园,42
余杭区复地上城,72
拱墅区长乐南苑,40
余杭区中港罗兰小镇,89
滨江区倾城之恋,41
余杭区赞成美树,77
上城区莫邪塘东村,46
余杭区圆乡名筑,73
西湖区赞成岭上花苑,86
西湖区翠苑东四区,32
西湖区中旅紫金名门,71
余杭区金地艺境,62
上城区婺江家园一园,26
拱墅区体育大厦,24
拱墅区绍兴新村,37
余杭区浙地人家,77
上城区日信国际DOUBLE时代,99999999999
富阳区虎山社区,103
江干区东海??橙对,53
江干区北城铭苑,57
江干区水岸帝景,59
余杭区华源天盛中心,77
萧山区杭柴厂宿舍,80
江干区新中宇维萨,33
萧山区四季花城月季园,74
上城区缸儿巷,23
上城区长庆里,30
下城区灯塔豪园,40
上城区冯山人巷,32
余杭区北大街,84
西湖区求智弄,28
西湖区天目山路228号,38
萧山区鸿兴城巧克力公馆,89
拱墅区小河佳苑,38
西湖区文三西路30号,36
拱墅区大关西三苑,37
余杭区翡翠城一期,57
上城区复兴北苑,47
萧山区东方家苑,126
滨江区白马湖小区鸿雁苑,70
余杭区华盛星洲翠谷,72
西湖区沈塘新村,24
上城区复兴东苑,44
下城区朝晖一区,24
下城区珠碧苑,34
萧山区盈兴公寓,67
西湖区文二新村,28
西湖区绿园,34
下城区朝晖三区,26
余杭区华盛达堂巢,99999999999
下城区欣景苑,54
上城区望江府,35
江干区新和嘉苑,33
滨江区半岛国际,47
江干区同协雅苑,69
上城区大学路新村,38
拱墅区墅林苑,32
余杭区贝利保元泽第,70
萧山区诚盛天际湾,99999999999
西湖区曙光路小区,31
江干区郡原相江公寓,44
西湖区西荡苑桃苑,40
滨江区南岸晶都花园,77
萧山区顺发堤香,60
余杭区金岸提香,79
下城区开化路,25
江干区天仙新苑,33
余杭区富力西溪悦居溪区,55
余杭区顺昌花园,90
萧山区蓝色嘉园,115
西湖区日晖新村,27
西湖区教工路106号,28
下城区中北西子花园,17
江干区中豪四季公馆,56
江干区四季风景苑,55
西湖区杭大路46号,27
上城区莫邪塘南村,31
拱墅区稻香园北区,30
下城区天安假日公寓,27
下城区石灰坝8号,28
江干区庆春御府,34
江干区双菱新村,32
萧山区顺发旺角城,64
下城区景翠公寓,57
下城区天赐苑,23
拱墅区董家弄,34
西湖区新金都城市花园,47
余杭区南苑一区,67
余杭区滨江西溪之星,78
余杭区新苑公寓,64
西湖区明珠公寓,35
富阳区光明逸品春江,139
富阳区富春山居,55
滨江区中兴花园百合苑,55
余杭区瑞麒时代金座,71
余杭区海联云客里,82
余杭区东冠逸景花苑,55
萧山区崇化住宅区,67
西湖区古荡桥,35
滨江区新浦苑,75
上城区景云村小区,30
江干区阳光城翡丽湾,62
江干区南肖埠北景西苑,34
江干区中国铁建国际花园,50
余杭区广厦天都城天湖苑,55
余杭区绿城紫桂公寓,80
下城区环城西路70号,15
余杭区万科星空,70
下城区东新关,20
西湖区华星路12号,36
拱墅区隽逸花苑,57
余杭区河畔新村,64
余杭区新湖菲林山,84
萧山区隐龙湾,72
江干区笕桥花苑,43
江干区火电宿舍,34
下城区永丰巷,24
萧山区湘湖路86号,99999999999
上城区万科金色城品,27
下城区新天地G193广场,45
西湖区天河西苑,45
滨江区龙禧硅谷酒店广场,56
萧山区高桥小区,67
江干区龙湖滟澜山丽轩一期,51
下城区怡乐银座,55
下城区中大凤栖花园,33
西湖区同仁家园金涛港,70
上城区近江苑,32
江干区南肖埠御景苑,35
拱墅区假山路73号,99999999999
余杭区昌运里二区,64
江干区东城印象公寓,36
余杭区美好桂花溪园,100
下城区上焦营巷,17
江干区三卫家园南苑,71
江干区省机施宿舍,34
余杭区兴惠家园,79
下城区木庵小区,22
拱墅区景瑞申花郡,57
拱墅区华丰新村,36
余杭区九曲营小区,84
萧山区阳光城上府,47
拱墅区伟华苑小区,54
下城区绿城兰园,19
拱墅区朗诗田园绿郡,40
下城区蔚蓝国际大厦,47
西湖区九莲新村,34
余杭区爱民路,94
下城区中山北园,16
西湖区西荡苑梨苑,41
萧山区顺发恒园,66
江干区丁桥大唐苑,73
西湖区师苑新村,32
江干区远洋心里,45
江干区郡原九润公寓,64
萧山区丰东花苑,57
余杭区华城格之林花园,101
拱墅区华盛达阅城,59
江干区广宇上东领地,72
江干区清泰小区,37
萧山区恒泰御庭园,56
萧山区周家河头,62
拱墅区都市水乡水起苑,45
余杭区闲林山水紫薇苑,53
拱墅区金星桃源居,67
拱墅区长征桥路48弄,35
西湖区西溪诚园守纯苑,51
下城区体育场路178-418号,99999999999
上城区城南家园,44
拱墅区叶青随苑,30
余杭区海创绿谷,69
拱墅区阔板桥社区,53
富阳区秋月社区,118
江干区横塘景苑,53
萧山区金马公寓,78
余杭区苑中园,65
西湖区中海西溪华府,63
上城区在水一方公寓,45
萧山区东信莱茵园,73
萧山区湘湖家园,43
拱墅区上石苑,51
江干区下沙铭都雅苑,52
西湖区紫润国际,74
西湖区景城花园,34
西湖区物华小区,58
上城区景江城市花园,36
江干区红苹果家园,47
富阳区鸣翠蓝湾,103
滨江区滨兴小区东区,71
西湖区和苑小区,99999999999
西湖区华门自由21世纪,49
上城区木材新村,44
西湖区嘉绿西苑,34
下城区武林外滩,26
余杭区西溪景苑,74
西湖区山涧苑,61
江干区钱江七苑,40
西湖区宁波大厦,19
西湖区文三西路39号,44
江干区德信早城,56
西湖区翠锦苑,46
拱墅区祥符新村,52
西湖区中大文锦苑,27
拱墅区联合世纪新筑,29
拱墅区左家新村,23
江干区海景城花园,43
西湖区保俶花园,28
江干区三卫家园北苑,72
江干区向江来时代中心,55
江干区淮矿东元府,35
下城区北景园月桂苑,44
西湖区黄龙公寓,39
西湖区中海紫藤苑,69
余杭区中梁百悦城,87
拱墅区贾家弄新村,30
余杭区毓秀家园,82
下城区混堂桥,12
萧山区南江商业中心,82
江干区招商雍华府,46
江干区九堡东方公寓,36
上城区大王庙巷小区,32
拱墅区田园河畔居,48
江干区头格江景家园二区,54
江干区钱塘白石嘉苑,46
拱墅区蓝钻天成,46
西湖区西溪诚园知敬苑,55
拱墅区大关东七苑,37
下城区朝晖九区,30
滨江区六眼井,42
上城区近江家园七园,28
下城区凤起路512号,15
西湖区马塍路13号,24
江干区景苑公寓(江干),33
余杭区万通时尚公馆,62
下城区云裳公寓,27
拱墅区凯德湖墅,29
滨江区银泰海威国际,52
西湖区玉古路167.171号,99999999999
拱墅区豪曹巷,27
下城区元都新苑,65
拱墅区三官弄,26
余杭区美莱国际中心写字楼,65
拱墅区杭钢北苑,48
萧山区阳光华庭,74
拱墅区德胜巷98号,99999999999
拱墅区化纤公寓,45
西湖区美都新村,44
萧山区沁茵园,59
余杭区天都花园,89
余杭区玉都枫景,75
西湖区武林巷37号,27
江干区东沙铭城,53
江干区东润枫华,40
